0	1793.955235	862.364794	1158.292228	174595	-1	2
1	1797.446541	862.303871	1163.566175	174594	174595	2
2	1787.225942	859.224107	1167.298417	174593	174594	2
3	1784.667735	852.752526	1176.704249	174592	174593	2
4	1784.485801	849.823400	1184.195620	174591	174592	2
5	1773.390522	852.297687	1187.585091	174590	174591	2
6	1776.482253	851.266303	1196.110468	174589	174590	2
7	1774.289480	848.698077	1207.150546	174588	174589	2
8	1770.216642	847.791713	1215.550808	174587	174588	2
9	1764.492756	845.936727	1224.248347	174573	174587	2
10	1756.712542	844.443433	1239.100287	174572	174573	2
11	1761.112644	838.827864	1242.762735	174571	174572	2
12	1763.975349	841.384398	1249.328154	174570	174571	2
13	1755.629140	835.339628	1254.723078	174569	174570	2
14	1756.212233	835.003641	1258.317282	174568	174569	2
15	1747.939919	832.215691	1262.735071	174567	174568	2
16	1747.786410	829.937692	1269.249306	174566	174567	2
17	1747.199219	825.386583	1279.666396	174565	174566	2
18	1747.861932	823.420153	1277.072076	174564	174565	2
19	1745.103110	823.142482	1285.495086	174563	174564	2
20	1737.139420	817.742659	1288.290002	174557	174563	2
21	1739.933901	818.997139	1297.461116	174556	174557	2
22	1740.013494	820.624805	1294.529710	174555	174556	2
23	1740.579560	816.379384	1295.192508	174552	174555	2
24	1741.202453	816.368515	1296.832441	174551	174552	2
25	1731.775302	817.184638	1296.341804	174550	174551	2
26	1734.329427	816.814258	1298.992995	174549	174550	2
27	1735.209761	815.169841	1302.918598	174548	174549	2
28	1731.530825	813.604982	1306.764582	174547	174548	2
29	1731.417112	812.303722	1311.975970	174546	174547	2
30	1724.521348	811.772429	1314.462236	174545	174546	2
31	1730.235448	809.066230	1320.427415	174544	174545	2
32	1727.561934	806.832205	1322.010478	174543	174544	2
33	1724.477468	804.279539	1328.147818	174542	174543	2
34	1719.855659	803.056944	1330.348182	174541	174542	2
35	1717.485068	800.166011	1332.588355	174506	174541	2
36	1720.913844	797.825502	1339.165148	174500	174506	2
37	1717.914665	795.922971	1341.068235	174499	174500	2
38	1719.126392	788.733984	1339.136712	174493	174499	2
39	1717.183768	791.700181	1341.382572	174492	174493	2
40	1712.984279	791.447650	1339.028658	174491	174492	2
41	1712.899020	787.213594	1339.680081	174490	174491	2
42	1712.853567	782.653033	1337.725810	174489	174490	2
43	1715.384980	778.047506	1337.445594	174488	174489	2
44	1712.756953	776.138499	1336.748674	174487	174488	2
45	1707.169533	774.606942	1337.954841	174472	174487	2
46	1710.306795	768.361788	1338.663135	174471	174472	2
47	1710.301127	766.081210	1336.708864	174470	174471	2
48	1710.501760	757.606622	1335.411703	174469	174470	2
49	1707.171275	750.496896	1332.423426	174452	174469	2
50	1705.080898	742.388097	1332.063591	174451	174452	2
51	1705.966945	737.485470	1332.406363	174450	174451	2
52	1705.550345	732.279763	1332.400676	174449	174450	2
53	1702.808654	722.879085	1330.726619	174448	174449	2
54	1700.192005	720.318257	1328.726852	174447	174448	2
55	1693.667435	714.567511	1323.401722	174446	174447	2
56	1693.913501	713.259973	1326.664527	174445	174446	2
57	1691.268454	706.464097	1322.059064	174444	174445	2
58	1694.793929	699.886358	1318.864503	174443	174444	2
59	1692.457447	697.972262	1320.127541	174442	174443	2
60	1685.264489	692.884802	1316.419596	174441	174442	2
61	1685.516254	689.948109	1317.728130	174440	174441	2
62	1687.070681	685.359630	1317.430853	174439	174440	2
63	1686.974060	679.822529	1317.430852	174438	174439	2
64	1686.900168	676.239896	1318.082275	174437	174438	2
65	1678.404571	669.871922	1313.048735	174436	174437	2
66	1681.570240	666.558572	1315.059876	174435	174436	2
67	1678.942206	665.626997	1315.340091	174434	174435	2
68	1672.618207	659.221128	1316.534883	174433	174434	2
69	1677.349655	653.925589	1320.203018	174432	174433	2
70	1669.740084	645.261476	1318.117945	174431	174432	2
71	1671.591745	640.342000	1319.129202	174430	174431	2
72	1671.563335	637.736007	1318.152066	174429	174430	2
73	1666.381170	637.826435	1316.432514	174428	174429	2
74	1661.416698	629.441977	1312.438666	174427	174428	2
75	1658.086212	622.332251	1309.450389	174426	174427	2
76	1658.657967	617.760920	1309.461763	174425	174426	2
77	1657.378073	616.480009	1306.833320	174424	174425	2
78	1658.669362	614.828422	1305.878933	174423	174424	2
79	1655.675865	613.577413	1308.107732	174422	174423	2
80	1648.819913	612.067993	1307.336880	174421	174422	2
81	1649.048949	607.176831	1307.993990	174420	174421	2
82	1647.380847	605.576883	1308.616978	174419	174420	2
83	1650.546501	604.218399	1312.582390	174418	174419	2
84	1650.866485	603.235382	1311.936653	174417	174418	2
85	1646.958546	602.326142	1310.891273	174416	174417	2
86	1651.866237	600.611449	1308.045173	174415	174416	2
87	1650.272032	601.942512	1307.365314	174414	174415	2
88	1650.974535	601.604442	1304.119570	174413	174414	2
89	1648.009484	598.398071	1302.765539	174412	174413	2
90	1644.718766	595.849005	1302.057245	174411	174412	2
91	1651.163791	593.781675	1304.125257	174410	174411	2
92	1651.815144	590.186388	1300.553801	174409	174410	2
93	1648.564237	586.659195	1296.588388	174408	174409	2
94	1648.541489	586.985402	1298.216947	174407	174408	2
95	1641.691242	583.195205	1294.840401	174406	174407	2
96	1640.685866	577.999773	1291.240509	174405	174406	2
97	1636.041338	573.519464	1291.486602	174404	174405	2
98	1636.630148	569.273646	1290.846552	174403	174404	2
99	1631.991297	566.096482	1292.069780	174402	174403	2
100	1628.100435	562.906267	1287.767282	173787	174402	2
101	1631.391665	561.008849	1285.161191	173786	173787	2
102	1632.722939	559.403031	1284.183906	173785	173786	2
103	1629.802903	558.700440	1283.858145	173784	173785	2
104	1626.877182	558.323560	1281.252053	173783	173784	2
105	1624.911540	558.940872	1280.600530	173782	173783	2
106	1631.448518	557.751731	1280.926292	173781	173782	2
107	1632.122683	556.460254	1280.274769	173780	173781	2
108	1626.282611	555.055071	1276.365632	173779	173780	2
